,answers,correct,correct_letter,question,question_POS,source,style-pairs_layer-0,style-single_layer-0,style-pairs_layer-1,style-single_layer-1,style-pairs_layer-2,style-single_layer-2,style-pairs_layer-all,style-single_layer-all
288,"[[['current', 'river'], ['n', 'n']], [['water', 'lake'], ['n', 'n']], [['waves', 'sea'], ['n', 'n']], [['horizon', 'sunset'], ['n', 'n']], [['shore', 'ocean'], ['n', 'n']]]","[['shore', 'ocean'], ['n', 'n']]",e,"['border', 'country']","['n', 'n']",190 FROM REAL SATs,1,1,0,1,1,1,1,1
289,"[[['contract', 'lawyer'], ['n', 'n']], [['schedule', 'worker'], ['n', 'n']], [['menu', 'diner'], ['n', 'n']], [['article', 'author'], ['n', 'n']], [['bank', 'teller'], ['n', 'n']]]","[['menu', 'diner'], ['n', 'n']]",c,"['catalog', 'shopper']","['n', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
290,"[[['translucent', 'illuminate'], ['a', 'v']], [['brittle', 'bend'], ['a', 'v']], [['frigid', 'chill'], ['a', 'v']], [['ponderous', 'lift'], ['a', 'v']], [['soluble', 'dissolve'], ['a', 'v']]]","[['soluble', 'dissolve'], ['a', 'v']]",e,"['volatile', 'vaporize']","['a', 'v']",190 FROM REAL SATs,1,1,0,0,0,0,0,0
291,"[[['encore', 'applause'], ['n', 'n']], [['ornament', 'decoration'], ['n', 'n']], [['choreography', 'dance'], ['n', 'n']], [['prayer', 'religion'], ['n', 'n']], [['thesis', 'evidence'], ['n', 'n']]]","[['ornament', 'decoration'], ['n', 'n']]",b,"['buttress', 'support']","['n', 'n']",190 FROM REAL SATs,0,0,1,0,1,0,1,0
292,"[[['scientist', 'theory'], ['n', 'n']], [['impostor', 'identity'], ['n', 'n']], [['libertarian', 'tyranny'], ['n', 'n']], [['conformist', 'expectation'], ['n', 'n']], [['soldier', 'combat'], ['n', 'n']]]","[['libertarian', 'tyranny'], ['n', 'n']]",c,"['iconoclast', 'orthodoxy']","['n', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
293,"[[['mop', 'floor'], ['n', 'n']], [['sponge', 'soap'], ['n', 'n']], [['pen', 'ink'], ['n', 'n']], [['nail', 'wall'], ['n', 'n']], [['bleach', 'stain'], ['n', 'n']]]","[['mop', 'floor'], ['n', 'n']]",a,"['eraser', 'page']","['n', 'n']",190 FROM REAL SATs,1,1,1,1,1,1,1,1
294,"[[['belt', 'waist'], ['n', 'n']], [['earrings', 'ears'], ['n', 'n']], [['razor', 'hair'], ['n', 'n']], [['gloves', 'cold'], ['n', 'n']], [['helmet', 'head'], ['n', 'n']]]","[['helmet', 'head'], ['n', 'n']]",e,"['goggles', 'eyes']","['n', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
295,"[[['album', 'photographs'], ['n', 'n']], [['government', 'policies'], ['n', 'n']], [['drama', 'acts'], ['n', 'n']], [['excavation', 'artifacts'], ['n', 'n']], [['rhythm', 'drums'], ['n', 'n']]]","[['album', 'photographs'], ['n', 'n']]",a,"['portfolio', 'documents']","['n', 'n']",190 FROM REAL SATs,1,1,1,1,0,1,1,1
296,"[[['petals', 'flower'], ['n', 'n']], [['tadpoles', 'frog'], ['n', 'n']], [['claws', 'crab'], ['n', 'n']], [['algae', 'seaweed'], ['n', 'n']], [['quills', 'porcupine'], ['n', 'n']]]","[['claws', 'crab'], ['n', 'n']]",c,"['tentacles', 'octopus']","['n', 'n']",190 FROM REAL SATs,1,1,1,1,1,1,1,1
297,"[[['letter', 'salutation'], ['n', 'n']], [['coupon', 'discount'], ['n', 'n']], [['receipt', 'payment'], ['n', 'n']], [['license', 'travel'], ['n', 'n']], [['application', 'interview'], ['n', 'n']]]","[['coupon', 'discount'], ['n', 'n']]",b,"['ticket', 'admission']","['n', 'n']",190 FROM REAL SATs,1,1,1,1,1,0,1,0
298,"[[['recognition', 'winner'], ['n', 'n']], [['victory', 'athlete'], ['n', 'n']], [['passion', 'enthusiast'], ['n', 'n']], [['appointment', 'official'], ['n', 'n']], [['medicine', 'doctor'], ['n', 'n']]]","[['passion', 'enthusiast'], ['n', 'n']]",c,"['proficiency', 'expert']","['n', 'n']",190 FROM REAL SATs,1,1,1,1,1,1,1,1
299,"[[['calculation', 'assess'], ['n', 'v']], [['ornament', 'adorn'], ['n', 'v']], [['painting', 'hang'], ['n', 'v']], [['posture', 'improve'], ['n', 'v']], [['dish', 'garnish'], ['n', 'v']]]","[['ornament', 'adorn'], ['n', 'v']]",b,"['cosmetics', 'embellish']","['n', 'v']",190 FROM REAL SATs,1,1,1,1,1,1,1,1
300,"[[['vain', 'admire'], ['a', 'v']], [['obliging', 'help'], ['a', 'v']], [['retiring', 'boast'], ['a', 'v']], [['jealous', 'possess'], ['a', 'v']], [['wary', 'surprise'], ['a', 'v']]]","[['obliging', 'help'], ['a', 'v']]",b,"['carping', 'criticize']","['a', 'v']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
301,"[[['frugal', 'extravagance'], ['a', 'n']], [['organized', 'structure'], ['a', 'n']], [['pitiful', 'compassion'], ['a', 'n']], [['provocative', 'anger'], ['a', 'n']], [['moody', 'unhappiness'], ['a', 'n']]]","[['frugal', 'extravagance'], ['a', 'n']]",a,"['reclusive', 'companionship']","['a', 'n']",190 FROM REAL SATs,0,0,0,0,1,1,1,1
302,"[[['musical', 'hearing'], ['a', 'n']], [['audible', 'volume'], ['a', 'n']], [['nasal', 'smell'], ['a', 'n']], [['sensitive', 'feeling'], ['a', 'n']], [['visible', 'sight'], ['a', 'n']]]","[['visible', 'sight'], ['a', 'n']]",e,"['tactile', 'touch']","['a', 'n']",190 FROM REAL SATs,0,0,0,0,0,1,0,1
303,"[[['shuffle', 'order'], ['v', 'n']], [['train', 'competence'], ['v', 'n']], [['rank', 'value'], ['v', 'n']], [['divide', 'quantity'], ['v', 'n']], [['poll', 'opinion'], ['v', 'n']]]","[['rank', 'value'], ['v', 'n']]",c,"['sort', 'criterion']","['v', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
304,"[[['autopsy', 'death'], ['n', 'n']], [['syntax', 'grammar'], ['n', 'n']], [['jurisprudence', 'law'], ['n', 'n']], [['archaeology', 'site'], ['n', 'n']], [['etymology', 'dictionary'], ['n', 'n']]]","[['jurisprudence', 'law'], ['n', 'n']]",c,"['forensics', 'argumentation']","['n', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
305,"[[['permanent', 'stability'], ['a', 'n']], [['dogged', 'surrender'], ['a', 'n']], [['disorganized', 'chaos'], ['a', 'n']], [['lonesome', 'friendship'], ['a', 'n']], [['strenuous', 'exercise'], ['a', 'n']]]","[['dogged', 'surrender'], ['a', 'n']]",b,"['intransigent', 'compromise']","['a', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
306,"[[['gauge', 'measurement'], ['n', 'n']], [['forge', 'metal'], ['n', 'n']], [['beam', 'light'], ['n', 'n']], [['ripple', 'lake'], ['n', 'n']], [['curve', 'circle'], ['n', 'n']]]","[['beam', 'light'], ['n', 'n']]",c,"['current', 'electricity']","['n', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
307,"[[['bracelet', 'jewelry'], ['n', 'n']], [['mural', 'wall'], ['n', 'n']], [['tattoo', 'design'], ['n', 'n']], [['paint', 'color'], ['n', 'n']], [['flower', 'vase'], ['n', 'n']]]","[['mural', 'wall'], ['n', 'n']]",b,"['embroidery', 'cloth']","['n', 'n']",190 FROM REAL SATs,1,1,1,1,1,1,1,1
308,"[[['ballerina', 'dancer'], ['n', 'n']], [['clerk', 'customer'], ['n', 'n']], [['nurse', 'orderly'], ['n', 'n']], [['juror', 'judge'], ['n', 'n']], [['captain', 'teammate'], ['n', 'n']]]","[['clerk', 'customer'], ['n', 'n']]",b,"['waiter', 'diner']","['n', 'n']",190 FROM REAL SATs,1,1,0,0,0,0,0,0
309,"[[['yolk', 'egg'], ['n', 'n']], [['grape', 'raisin'], ['n', 'n']], [['flour', 'bread'], ['n', 'n']], [['soil', 'seed'], ['n', 'n']], [['thorn', 'stem'], ['n', 'n']]]","[['yolk', 'egg'], ['n', 'n']]",a,"['kernel', 'nut']","['n', 'n']",190 FROM REAL SATs,0,0,0,0,1,0,1,0
310,"[[['semaphore', 'signal'], ['n', 'n']], [['dread', 'expectation'], ['n', 'n']], [['lure', 'trap'], ['n', 'n']], [['fear', 'victim'], ['n', 'n']], [['frustration', 'confusion'], ['n', 'n']]]","[['dread', 'expectation'], ['n', 'n']]",b,"['nightmare', 'dream']","['n', 'n']",190 FROM REAL SATs,0,0,1,1,1,1,1,1
311,"[[['pardoned', 'blame'], ['a', 'n']], [['staid', 'manner'], ['a', 'n']], [['tactful', 'awkwardness'], ['a', 'n']], [['conceited', 'reputation'], ['a', 'n']], [['lucid', 'clarity'], ['a', 'n']]]","[['lucid', 'clarity'], ['a', 'n']]",e,"['cogent', 'persuasiveness']","['a', 'n']",190 FROM REAL SATs,0,0,0,0,1,0,1,0
312,"[[['desert', 'sun'], ['n', 'n']], [['hurricane', 'wind'], ['n', 'n']], [['epidemic', 'disease'], ['n', 'n']], [['volcano', 'lava'], ['n', 'n']], [['famine', 'nourishment'], ['n', 'n']]]","[['famine', 'nourishment'], ['n', 'n']]",e,"['drought', 'rain']","['n', 'n']",190 FROM REAL SATs,1,1,1,0,1,0,1,0
313,"[[['thermometer', 'fever'], ['n', 'n']], [['anesthesia', 'surgery'], ['n', 'n']], [['vaccine', 'inoculation'], ['n', 'n']], [['antiseptic', 'alcohol'], ['n', 'n']], [['antidote', 'poisoning'], ['n', 'n']]]","[['antidote', 'poisoning'], ['n', 'n']]",e,"['antibiotic', 'infection']","['n', 'n']",190 FROM REAL SATs,0,0,0,1,0,0,0,0
314,"[[['iron', 'wrinkle'], ['n', 'n']], [['candle', 'wax'], ['n', 'n']], [['tub', 'liquid'], ['n', 'n']], [['furnace', 'heat'], ['n', 'n']], [['chimney', 'smoke'], ['n', 'n']]]","[['furnace', 'heat'], ['n', 'n']]",d,"['humidifier', 'moisture']","['n', 'n']",190 FROM REAL SATs,0,0,1,0,1,1,1,1
315,"[[['secret', 'stranger'], ['n', 'n']], [['loan', 'borrower'], ['n', 'n']], [['rescue', 'knight'], ['n', 'n']], [['congratulation', 'victor'], ['n', 'n']], [['record', 'athlete'], ['n', 'n']]]","[['congratulation', 'victor'], ['n', 'n']]",d,"['condolence', 'mourner']","['n', 'n']",190 FROM REAL SATs,1,1,1,1,1,1,1,1
316,"[[['oak', 'tree'], ['n', 'n']], [['staple', 'paper'], ['n', 'n']], [['sprout', 'seed'], ['n', 'n']], [['tooth', 'comb'], ['n', 'n']], [['tide', 'beach'], ['n', 'n']]]","[['tooth', 'comb'], ['n', 'n']]",d,"['petal', 'flower']","['n', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
317,"[[['theatrical', 'emotion'], ['a', 'n']], [['naive', 'sophistication'], ['a', 'n']], [['scrupulous', 'propriety'], ['a', 'n']], [['self-righteous', 'indignation'], ['a', 'n']], [['formidable', 'awe'], ['a', 'n']]]","[['naive', 'sophistication'], ['a', 'n']]",b,"['ruthless', 'compassion']","['a', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
318,"[[['oil', 'lubricate'], ['n', 'v']], [['disinfectant', 'contaminate'], ['n', 'v']], [['concrete', 'harden'], ['n', 'v']], [['storm', 'thunder'], ['n', 'v']], [['steam', 'evaporate'], ['n', 'v']]]","[['oil', 'lubricate'], ['n', 'v']]",a,"['emollient', 'soften']","['n', 'v']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
319,"[[['byline', 'newspaper'], ['n', 'n']], [['laughter', 'comedy'], ['n', 'n']], [['subtitle', 'film'], ['n', 'n']], [['translation', 'paraphrase'], ['n', 'n']], [['billboard', 'road'], ['n', 'n']]]","[['subtitle', 'film'], ['n', 'n']]",c,"['caption', 'cartoon']","['n', 'n']",190 FROM REAL SATs,0,0,1,1,1,1,1,1
320,"[[['goad', 'urge'], ['v', 'v']], [['accuse', 'apologize'], ['v', 'v']], [['regret', 'remember'], ['v', 'v']], [['betray', 'follow'], ['v', 'v']], [['evaluate', 'praise'], ['v', 'v']]]","[['goad', 'urge'], ['v', 'v']]",a,"['berate', 'criticize']","['v', 'v']",190 FROM REAL SATs,0,0,1,1,0,1,0,1
321,"[[['determined', 'hesitate'], ['a', 'v']], [['authoritarian', 'heed'], ['a', 'v']], [['persistent', 'persevere'], ['a', 'v']], [['abandoned', 'neglect'], ['a', 'v']], [['restrained', 'rebel'], ['a', 'v']]]","[['persistent', 'persevere'], ['a', 'v']]",c,"['perceptive', 'discern']","['a', 'v']",190 FROM REAL SATs,0,0,1,0,1,0,1,0
322,"[[['admire', 'reputation'], ['v', 'n']], [['obey', 'leader'], ['v', 'n']], [['cooperate', 'partner'], ['v', 'n']], [['mimic', 'gesture'], ['v', 'n']], [['mock', 'sarcasm'], ['v', 'n']]]","[['mimic', 'gesture'], ['v', 'n']]",d,"['emulate', 'person']","['v', 'n']",190 FROM REAL SATs,1,1,1,1,0,1,0,1
323,"[[['politician', 'campaign'], ['n', 'n']], [['tenant', 'dwelling'], ['n', 'n']], [['jailer', 'cell'], ['n', 'n']], [['secretary', 'desk'], ['n', 'n']], [['retiree', 'service'], ['n', 'n']]]","[['tenant', 'dwelling'], ['n', 'n']]",b,"['incumbent', 'office']","['n', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
324,"[[['theory', 'refute'], ['n', 'v']], [['explanation', 'suffice'], ['n', 'v']], [['blueprint', 'construct'], ['n', 'v']], [['entertainment', 'divert'], ['n', 'v']], [['expedition', 'discover'], ['n', 'v']]]","[['entertainment', 'divert'], ['n', 'v']]",d,"['conundrum', 'perplex']","['n', 'v']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
325,"[[['studio', 'painter'], ['n', 'n']], [['library', 'research'], ['n', 'n']], [['theater', 'performance'], ['n', 'n']], [['picture', 'frame'], ['n', 'n']], [['orchestra', 'conductor'], ['n', 'n']]]","[['theater', 'performance'], ['n', 'n']]",c,"['museum', 'exhibit']","['n', 'n']",190 FROM REAL SATs,0,0,0,1,0,0,0,0
326,"[[['well', 'water'], ['n', 'n']], [['saw', 'wood'], ['n', 'n']], [['sweater', 'wool'], ['n', 'n']], [['fuel', 'fire'], ['n', 'n']], [['ink', 'paper'], ['n', 'n']]]","[['sweater', 'wool'], ['n', 'n']]",c,"['lens', 'glass']","['n', 'n']",190 FROM REAL SATs,0,0,1,0,1,0,1,0
327,"[[['mirage', 'reality'], ['n', 'n']], [['forum', 'discussion'], ['n', 'n']], [['asylum', 'pursuit'], ['n', 'n']], [['utopia', 'place'], ['n', 'n']], [['amphitheater', 'stage'], ['n', 'n']]]","[['forum', 'discussion'], ['n', 'n']]",b,"['arena', 'conflict']","['n', 'n']",190 FROM REAL SATs,1,1,1,1,1,1,1,1
328,"[[['exploited', 'protection'], ['a', 'n']], [['healthy', 'medication'], ['a', 'n']], [['insular', 'discovery'], ['a', 'n']], [['productive', 'surplus'], ['a', 'n']], [['navigable', 'sailing'], ['a', 'n']]]","[['navigable', 'sailing'], ['a', 'n']]",e,"['arable', 'cultivation']","['a', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
329,"[[['revive', 'exhausted'], ['v', 'a']], [['reward', 'outstanding'], ['v', 'a']], [['resume', 'interrupted'], ['v', 'a']], [['replace', 'stolen'], ['v', 'a']], [['repaint', 'glossy'], ['v', 'a']]]","[['revive', 'exhausted'], ['v', 'a']]",a,"['refurbish', 'worn']","['v', 'a']",190 FROM REAL SATs,0,0,0,1,0,1,0,1
330,"[[['escape', 'unfettered'], ['v', 'a']], [['judge', 'punitive'], ['v', 'a']], [['modify', 'invariable'], ['v', 'a']], [['flourish', 'vigorous'], ['v', 'a']], [['protect', 'dangerous'], ['v', 'a']]]","[['modify', 'invariable'], ['v', 'a']]",c,"['defend', 'untenable']","['v', 'a']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
331,"[[['speak', 'sound'], ['v', 'n']], [['wave', 'hand'], ['v', 'n']], [['whisper', 'word'], ['v', 'n']], [['stub', 'toe'], ['v', 'n']], [['sing', 'bird'], ['v', 'n']]]","[['wave', 'hand'], ['v', 'n']]",b,"['flap', 'wing']","['v', 'n']",190 FROM REAL SATs,1,1,1,0,1,0,1,0
332,"[[['mixture', 'soluble'], ['n', 'a']], [['sugar', 'sweet'], ['n', 'a']], [['medicine', 'prescribed'], ['n', 'a']], [['milk', 'bottled'], ['n', 'a']], [['solid', 'liquid'], ['n', 'a']]]","[['sugar', 'sweet'], ['n', 'a']]",b,"['poison', 'toxic']","['n', 'a']",190 FROM REAL SATs,0,0,0,1,0,1,0,1
333,"[[['hunch', 'intuitive'], ['n', 'a']], [['ploy', 'spontaneous'], ['n', 'a']], [['maxim', 'hackneyed'], ['n', 'a']], [['hypothesis', 'tested'], ['n', 'a']], [['daydream', 'bored'], ['n', 'a']]]","[['hunch', 'intuitive'], ['n', 'a']]",a,"['deduction', 'rational']","['n', 'a']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
334,"[[['pleasure', 'hedonist'], ['n', 'n']], [['emotion', 'demagogue'], ['n', 'n']], [['opinion', 'sympathizer'], ['n', 'n']], [['seance', 'medium'], ['n', 'n']], [['luxury', 'ascetic'], ['n', 'n']]]","[['pleasure', 'hedonist'], ['n', 'n']]",a,"['beauty', 'aesthete']","['n', 'n']",190 FROM REAL SATs,1,1,1,1,0,1,0,1
335,"[[['recognition', 'achievement'], ['n', 'n']], [['practice', 'expertise'], ['n', 'n']], [['camaraderie', 'combativeness'], ['n', 'n']], [['insolence', 'pride'], ['n', 'n']], [['politeness', 'behavior'], ['n', 'n']]]","[['insolence', 'pride'], ['n', 'n']]",d,"['flippancy', 'jollity']","['n', 'n']",190 FROM REAL SATs,0,0,0,1,0,1,0,1
336,"[[['malediction', 'harm'], ['n', 'n']], [['oration', 'formality'], ['n', 'n']], [['talisman', 'object'], ['n', 'n']], [['enchantment', 'happiness'], ['n', 'n']], [['divination', 'future'], ['n', 'n']]]","[['talisman', 'object'], ['n', 'n']]",c,"['incantation', 'words']","['n', 'n']",190 FROM REAL SATs,0,0,0,1,0,0,0,0
337,"[[['house', 'architect'], ['n', 'n']], [['sink', 'plumber'], ['n', 'n']], [['studio', 'painter'], ['n', 'n']], [['meat', 'butcher'], ['n', 'n']], [['drill', 'dentist'], ['n', 'n']]]","[['drill', 'dentist'], ['n', 'n']]",e,"['camera', 'photographer']","['n', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
338,"[[['binding', 'book'], ['n', 'n']], [['design', 'building'], ['n', 'n']], [['direction', 'sign'], ['n', 'n']], [['market', 'commodity'], ['n', 'n']], [['catalogue', 'library'], ['n', 'n']]]","[['design', 'building'], ['n', 'n']]",b,"['format', 'newspaper']","['n', 'n']",190 FROM REAL SATs,1,1,0,0,0,0,0,0
339,"[[['ingredient', 'food'], ['n', 'n']], [['ruler', 'length'], ['n', 'n']], [['calories', 'menu'], ['n', 'n']], [['degree', 'temperature'], ['n', 'n']], [['headphones', 'music'], ['n', 'n']]]","[['degree', 'temperature'], ['n', 'n']]",d,"['decibel', 'sound']","['n', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
340,"[[['glacial', 'cold'], ['a', 'a']], [['coastal', 'tidal'], ['a', 'a']], [['damp', 'muddy'], ['a', 'a']], [['snowbound', 'polar'], ['a', 'a']], [['shallow', 'deep'], ['a', 'a']]]","[['glacial', 'cold'], ['a', 'a']]",a,"['arid', 'dry']","['a', 'a']",190 FROM REAL SATs,1,1,1,0,0,0,0,0
341,"[[['reaction', 'response'], ['n', 'n']], [['distortion', 'image'], ['n', 'n']], [['nutrient', 'growth'], ['n', 'n']], [['evaporation', 'liquid'], ['n', 'n']], [['combustion', 'heat'], ['n', 'n']]]","[['combustion', 'heat'], ['n', 'n']]",e,"['fission', 'energy']","['n', 'n']",190 FROM REAL SATs,1,1,1,1,1,1,1,1
342,"[[['legislator', 'voter'], ['n', 'n']], [['clergy', 'congregation'], ['n', 'n']], [['advertiser', 'product'], ['n', 'n']], [['defendant', 'verdict'], ['n', 'n']], [['consumer', 'goods'], ['n', 'n']]]","[['advertiser', 'product'], ['n', 'n']]",c,"['lobbyist', 'cause']","['n', 'n']",190 FROM REAL SATs,0,0,1,1,0,0,0,0
343,"[[['dance', 'ballet'], ['n', 'n']], [['magazine', 'cover'], ['n', 'n']], [['set', 'scenery'], ['n', 'n']], [['anthology', 'poem'], ['n', 'n']], [['concert', 'orchestra'], ['n', 'n']]]","[['anthology', 'poem'], ['n', 'n']]",d,"['journal', 'article']","['n', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
344,"[[['draftee', 'enroll'], ['n', 'v']], [['novice', 'train'], ['n', 'v']], [['president', 'elect'], ['n', 'v']], [['guard', 'protect'], ['n', 'v']], [['comedian', 'laugh'], ['n', 'v']]]","[['guard', 'protect'], ['n', 'v']]",d,"['emissary', 'represent']","['n', 'v']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
345,"[[['broadcaster', 'news'], ['n', 'n']], [['virtuoso', 'skill'], ['n', 'n']], [['protege', 'sponsorship'], ['n', 'n']], [['maverick', 'group'], ['n', 'n']], [['colleague', 'camaraderie'], ['n', 'n']]]","[['virtuoso', 'skill'], ['n', 'n']]",b,"['potentate', 'power']","['n', 'n']",190 FROM REAL SATs,1,1,1,1,0,0,0,1
346,"[[['preamble', 'document'], ['n', 'n']], [['footnote', 'reference'], ['n', 'n']], [['epilogue', 'play'], ['n', 'n']], [['signature', 'name'], ['n', 'n']], [['index', 'page'], ['n', 'n']]]","[['epilogue', 'play'], ['n', 'n']]",c,"['postscript', 'letter']","['n', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
347,"[[['profane', 'behavior'], ['a', 'n']], [['paranoid', 'persecution'], ['a', 'n']], [['contrite', 'offense'], ['a', 'n']], [['superficial', 'depth'], ['a', 'n']], [['contemptuous', 'scorn'], ['a', 'n']]]","[['superficial', 'depth'], ['a', 'n']]",d,"['impious', 'reverence']","['a', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
348,"[[['ecstatic', 'contentment'], ['a', 'n']], [['idolatrous', 'doubt'], ['a', 'n']], [['narcissistic', 'appearance'], ['a', 'n']], [['penitent', 'wrongdoing'], ['a', 'n']], [['surreptitious', 'stealth'], ['a', 'n']]]","[['surreptitious', 'stealth'], ['a', 'n']]",e,"['disingenuous', 'craftiness']","['a', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
349,"[[['extricate', 'difficulty'], ['v', 'n']], [['exemplify', 'illustration'], ['v', 'n']], [['expedite', 'process'], ['v', 'n']], [['divulge', 'secret'], ['v', 'n']], [['bewilder', 'confusion'], ['v', 'n']]]","[['extricate', 'difficulty'], ['v', 'n']]",a,"['exculpate', 'blame']","['v', 'n']",190 FROM REAL SATs,0,0,0,0,1,0,1,0
350,"[[['muscle', 'bone'], ['n', 'n']], [['smudge', 'blemish'], ['n', 'n']], [['rash', 'allergy'], ['n', 'n']], [['layer', 'veneer'], ['n', 'n']], [['stain', 'fabric'], ['n', 'n']]]","[['stain', 'fabric'], ['n', 'n']]",e,"['bruise', 'skin']","['n', 'n']",190 FROM REAL SATs,1,1,1,1,1,1,1,1
351,"[[['guitarist', 'pick'], ['n', 'n']], [['cook', 'heat'], ['n', 'n']], [['sculptor', 'studio'], ['n', 'n']], [['weaver', 'cloth'], ['n', 'n']], [['potter', 'shape'], ['n', 'n']]]","[['weaver', 'cloth'], ['n', 'n']]",d,"['carpenter', 'woodwork']","['n', 'n']",190 FROM REAL SATs,0,0,1,1,1,1,1,1
352,"[[['march', 'follow'], ['v', 'v']], [['carouse', 'revel'], ['v', 'v']], [['nap', 'sleep'], ['v', 'v']], [['impress', 'notice'], ['v', 'v']], [['jog', 'sprint'], ['v', 'v']]]","[['jog', 'sprint'], ['v', 'v']]",e,"['walk', 'scurry']","['v', 'v']",190 FROM REAL SATs,1,1,1,1,1,1,1,1
353,"[[['extol', 'praise'], ['v', 'v']], [['educate', 'learn'], ['v', 'v']], [['beautify', 'refresh'], ['v', 'v']], [['tempt', 'repel'], ['v', 'v']], [['hide', 'secrete'], ['v', 'v']]]","[['extol', 'praise'], ['v', 'v']]",a,"['regale', 'entertain']","['v', 'v']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
354,"[[['salvage', 'rescuer'], ['v', 'n']], [['restate', 'emphasis'], ['v', 'n']], [['recall', 'product'], ['v', 'n']], [['reclaim', 'land'], ['v', 'n']], [['irrigate', 'earth'], ['v', 'n']]]","[['reclaim', 'land'], ['v', 'n']]",d,"['recycle', 'waste']","['v', 'n']",190 FROM REAL SATs,1,1,1,1,0,0,0,0
355,"[[['detailed', 'sketch'], ['a', 'n']], [['melodious', 'music'], ['a', 'n']], [['colorful', 'cliche'], ['a', 'n']], [['tragic', 'play'], ['a', 'n']], [['ornate', 'building'], ['a', 'n']]]","[['ornate', 'building'], ['a', 'n']]",e,"['florid', 'prose']","['a', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
356,"[[['crust', 'sandwich'], ['n', 'n']], [['shingle', 'roof'], ['n', 'n']], [['data', 'file'], ['n', 'n']], [['layer', 'cake'], ['n', 'n']], [['root', 'plant'], ['n', 'n']]]","[['layer', 'cake'], ['n', 'n']]",d,"['story', 'building']","['n', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
357,"[[['pollinate', 'bee'], ['v', 'n']], [['cure', 'disease'], ['v', 'n']], [['stimulate', 'growth'], ['v', 'n']], [['hatch', 'egg'], ['v', 'n']], [['filter', 'impurity'], ['v', 'n']]]","[['hatch', 'egg'], ['v', 'n']]",d,"['sprout', 'seed']","['v', 'n']",190 FROM REAL SATs,0,0,1,1,0,1,0,1
358,"[[['placemat', 'table'], ['n', 'n']], [['napkin', 'mouth'], ['n', 'n']], [['fork', 'plate'], ['n', 'n']], [['lace', 'boot'], ['n', 'n']], [['curtain', 'window'], ['n', 'n']]]","[['napkin', 'mouth'], ['n', 'n']]",b,"['doormat', 'shoes']","['n', 'n']","190 FROM REAL SATs  (PDT: ""place mat"" --> ""placemat"")",1,1,0,0,0,0,0,0
359,"[[['manual', 'instructions'], ['n', 'n']], [['directory', 'pages'], ['n', 'n']], [['almanac', 'years'], ['n', 'n']], [['dictionary', 'writers'], ['n', 'n']], [['tome', 'books'], ['n', 'n']]]","[['manual', 'instructions'], ['n', 'n']]",a,"['atlas', 'maps']","['n', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
360,"[[['horse', 'mule'], ['n', 'n']], [['dinosaur', 'reptile'], ['n', 'n']], [['venom', 'snake'], ['n', 'n']], [['rooster', 'hen'], ['n', 'n']], [['dog', 'puppy'], ['n', 'n']]]","[['dinosaur', 'reptile'], ['n', 'n']]",b,"['dodo', 'bird']","['n', 'n']",190 FROM REAL SATs,0,0,0,0,1,0,0,0
361,"[[['reverse', 'direction'], ['v', 'n']], [['postpone', 'event'], ['v', 'n']], [['assign', 'choice'], ['v', 'n']], [['endure', 'patience'], ['v', 'n']], [['embezzle', 'fraud'], ['v', 'n']]]","[['postpone', 'event'], ['v', 'n']]",b,"['procrastinate', 'action']","['v', 'n']",190 FROM REAL SATs,1,1,1,1,1,1,1,1
362,"[[['boon', 'beneficial'], ['n', 'a']], [['egotist', 'conceited'], ['n', 'a']], [['rascal', 'predictable'], ['n', 'a']], [['maxim', 'hackneyed'], ['n', 'a']], [['toady', 'important'], ['n', 'a']]]","[['egotist', 'conceited'], ['n', 'a']]",b,"['lummox', 'clumsy']","['n', 'a']",190 FROM REAL SATs,0,0,1,1,0,1,0,1
